playoffs,game,team_x,gamelength_x,result_x,kills_x,assists_x,doublekills_x,triplekills_x,quadrakills_x,pentakills_x,firstblood_x,team kpm_x,ckpm_x,firstdragon_x,dragons_x,elementaldrakes_x,infernals_x,mountains_x,clouds_x,oceans_x,elders_x,firstherald_x,heralds_x,firstbaron_x,barons_x,firsttower_x,towers_x,firstmidtower_x,firsttothreetowers_x,inhibitors_x,damagetochampions_x,dpm_x,damagetakenperminute_x,damagemitigatedperminute_x,wardsplaced_x,wpm_x,wardskilled_x,wcpm_x,controlwardsbought_x,visionscore_x,vspm_x,totalgold_x,earnedgold_x,earned gpm_x,goldspent_x,gspd_x,monsterkills_x,monsterkillsownjungle_x,monsterkillsenemyjungle_x,goldat10_x,xpat10_x,csat10_x,goldat15_x,xpat15_x,csat15_x,team_y,gamelength_y,kills_y,assists_y,doublekills_y,triplekills_y,quadrakills_y,pentakills_y,team kpm_y,ckpm_y,dragons_y,elementaldrakes_y,infernals_y,mountains_y,clouds_y,oceans_y,elders_y,heralds_y,barons_y,towers_y,inhibitors_y,damagetochampions_y,dpm_y,damagetakenperminute_y,damagemitigatedperminute_y,wardsplaced_y,wpm_y,wardskilled_y,wcpm_y,controlwardsbought_y,visionscore_y,vspm_y,totalgold_y,earnedgold_y,earned gpm_y,goldspent_y,gspd_y,monsterkills_y,monsterkillsownjungle_y,monsterkillsenemyjungle_y,goldat10_y,xpat10_y,csat10_y,goldat15_y,xpat15_y,csat15_y
1,4,Suning,1972.945652173913,1,13.695652173913043,33.44565217391305,1.5217391304347827,0.2826086956521739,0.010869565217391304,0.010869565217391304,0.42391304347826086,0.4255282608695654,0.8348978260869565,0.391304347826087,2.3043478260869565,2.202247191011236,0.48314606741573035,0.5730337078651685,0.5280898876404494,0.651685393258427,0.07865168539325842,0.4891304347826087,1.0108695652173914,0.532608695652174,0.7282608695652174,0.5108695652173914,6.358695652173913,0.5108695652173914,0.5543478260869565,1.108695652173913,67249.25,2016.5122978260868,2867.3696630434792,2729.7673597826097,126.80434782608695,3.8262445652173906,51.82608695652174,1.5557260869565217,44.94565217391305,260.20652173913044,7.838840217391305,57896.94565217391,36394.92391304348,1111.878490217391,53472.532608695656,0.010284705782608698,217.3804347826087,138.7173913043478,25.717391304347824,15743.902173913044,18215.641304347828,318.8695652173913,24820.16304347826,29109.869565217392,509.5217391304348,Top Esports,1951.2,15.68421052631579,36.56842105263158,1.7473684210526317,0.3473684210526316,0.05263157894736842,0.010526315789473684,0.49302421052631556,0.8690252631578942,2.5789473684210527,2.4361702127659575,0.5425531914893617,0.6276595744680851,0.723404255319149,0.574468085106383,0.0851063829787234,1.1789473684210525,0.8421052631578947,7.336842105263158,1.2842105263157895,69507.93684210526,2112.0964400000007,2722.790011578948,2581.495303157894,108.6421052631579,3.322578947368421,52.48421052631579,1.587691578947368,42.89473684210526,248.16842105263157,7.556921052631579,59499.515789473684,38219.29473684211,1181.5443999999995,54922.936842105264,0.05363331442105262,222.6,138.9578947368421,24.94736842105263,15925.21052631579,18323.947368421053,324.41052631578947,25581.4,29487.515789473684,518.0526315789474
1,3,Top Esports,1951.2,0,15.68421052631579,36.56842105263158,1.7473684210526317,0.3473684210526316,0.05263157894736842,0.010526315789473684,0.4421052631578947,0.49302421052631556,0.8690252631578942,0.49473684210526314,2.5789473684210527,2.4361702127659575,0.5425531914893617,0.6276595744680851,0.723404255319149,0.574468085106383,0.0851063829787234,0.6105263157894737,1.1789473684210525,0.5578947368421052,0.8421052631578947,0.5578947368421052,7.336842105263158,0.6,0.5684210526315789,1.2842105263157895,69507.93684210526,2112.0964400000007,2722.790011578948,2581.495303157894,108.6421052631579,3.322578947368421,52.48421052631579,1.587691578947368,42.89473684210526,248.16842105263157,7.556921052631579,59499.515789473684,38219.29473684211,1181.5443999999995,54922.936842105264,0.05363331442105262,222.6,138.9578947368421,24.94736842105263,15925.21052631579,18323.947368421053,324.41052631578947,25581.4,29487.515789473684,518.0526315789474,Suning,1972.945652173913,13.695652173913043,33.44565217391305,1.5217391304347827,0.2826086956521739,0.010869565217391304,0.010869565217391304,0.4255282608695654,0.8348978260869565,2.3043478260869565,2.202247191011236,0.48314606741573035,0.5730337078651685,0.5280898876404494,0.651685393258427,0.07865168539325842,1.0108695652173914,0.7282608695652174,6.358695652173913,1.108695652173913,67249.25,2016.5122978260868,2867.3696630434792,2729.7673597826097,126.80434782608695,3.8262445652173906,51.82608695652174,1.5557260869565217,44.94565217391305,260.20652173913044,7.838840217391305,57896.94565217391,36394.92391304348,1111.878490217391,53472.532608695656,0.010284705782608698,217.3804347826087,138.7173913043478,25.717391304347824,15743.902173913044,18215.641304347828,318.8695652173913,24820.16304347826,29109.869565217392,509.5217391304348
1,2,Suning,1972.945652173913,0,13.695652173913043,33.44565217391305,1.5217391304347827,0.2826086956521739,0.010869565217391304,0.010869565217391304,0.42391304347826086,0.4255282608695654,0.8348978260869565,0.391304347826087,2.3043478260869565,2.202247191011236,0.48314606741573035,0.5730337078651685,0.5280898876404494,0.651685393258427,0.07865168539325842,0.4891304347826087,1.0108695652173914,0.532608695652174,0.7282608695652174,0.5108695652173914,6.358695652173913,0.5108695652173914,0.5543478260869565,1.108695652173913,67249.25,2016.5122978260868,2867.3696630434792,2729.7673597826097,126.80434782608695,3.8262445652173906,51.82608695652174,1.5557260869565217,44.94565217391305,260.20652173913044,7.838840217391305,57896.94565217391,36394.92391304348,1111.878490217391,53472.532608695656,0.010284705782608698,217.3804347826087,138.7173913043478,25.717391304347824,15743.902173913044,18215.641304347828,318.8695652173913,24820.16304347826,29109.869565217392,509.5217391304348,Top Esports,1951.2,15.68421052631579,36.56842105263158,1.7473684210526317,0.3473684210526316,0.05263157894736842,0.010526315789473684,0.49302421052631556,0.8690252631578942,2.5789473684210527,2.4361702127659575,0.5425531914893617,0.6276595744680851,0.723404255319149,0.574468085106383,0.0851063829787234,1.1789473684210525,0.8421052631578947,7.336842105263158,1.2842105263157895,69507.93684210526,2112.0964400000007,2722.790011578948,2581.495303157894,108.6421052631579,3.322578947368421,52.48421052631579,1.587691578947368,42.89473684210526,248.16842105263157,7.556921052631579,59499.515789473684,38219.29473684211,1181.5443999999995,54922.936842105264,0.05363331442105262,222.6,138.9578947368421,24.94736842105263,15925.21052631579,18323.947368421053,324.41052631578947,25581.4,29487.515789473684,518.0526315789474
1,1,Top Esports,1951.2,0,15.68421052631579,36.56842105263158,1.7473684210526317,0.3473684210526316,0.05263157894736842,0.010526315789473684,0.4421052631578947,0.49302421052631556,0.8690252631578942,0.49473684210526314,2.5789473684210527,2.4361702127659575,0.5425531914893617,0.6276595744680851,0.723404255319149,0.574468085106383,0.0851063829787234,0.6105263157894737,1.1789473684210525,0.5578947368421052,0.8421052631578947,0.5578947368421052,7.336842105263158,0.6,0.5684210526315789,1.2842105263157895,69507.93684210526,2112.0964400000007,2722.790011578948,2581.495303157894,108.6421052631579,3.322578947368421,52.48421052631579,1.587691578947368,42.89473684210526,248.16842105263157,7.556921052631579,59499.515789473684,38219.29473684211,1181.5443999999995,54922.936842105264,0.05363331442105262,222.6,138.9578947368421,24.94736842105263,15925.21052631579,18323.947368421053,324.41052631578947,25581.4,29487.515789473684,518.0526315789474,Suning,1972.945652173913,13.695652173913043,33.44565217391305,1.5217391304347827,0.2826086956521739,0.010869565217391304,0.010869565217391304,0.4255282608695654,0.8348978260869565,2.3043478260869565,2.202247191011236,0.48314606741573035,0.5730337078651685,0.5280898876404494,0.651685393258427,0.07865168539325842,1.0108695652173914,0.7282608695652174,6.358695652173913,1.108695652173913,67249.25,2016.5122978260868,2867.3696630434792,2729.7673597826097,126.80434782608695,3.8262445652173906,51.82608695652174,1.5557260869565217,44.94565217391305,260.20652173913044,7.838840217391305,57896.94565217391,36394.92391304348,1111.878490217391,53472.532608695656,0.010284705782608698,217.3804347826087,138.7173913043478,25.717391304347824,15743.902173913044,18215.641304347828,318.8695652173913,24820.16304347826,29109.869565217392,509.5217391304348
1,4,DAMWON Gaming,1881.1075268817203,1,13.634408602150538,30.870967741935484,1.6344086021505377,0.3870967741935484,0.07526881720430108,0.021505376344086023,0.5376344086021505,0.4601645161290323,0.7721591397849461,0.44086021505376344,2.5053763440860215,2.4301075268817205,0.7204301075268817,0.45161290322580644,0.6129032258064516,0.6451612903225806,0.07526881720430108,0.7204301075268817,1.3118279569892473,0.5483870967741935,0.7096774193548387,0.6774193548387096,7.56989247311828,0.6989247311827957,0.7204301075268817,1.2688172043010753,61680.45161290323,1972.2531236559137,2734.8599526881717,2377.986190322581,115.41935483870968,3.6305569892473115,55.204301075268816,1.7214645161290323,43.70967741935484,255.13978494623655,8.038752688172044,58029.07526881721,37463.784946236556,1210.8294032258063,53012.6129032258,0.07246198813978495,220.0215053763441,135.34408602150538,25.35483870967742,15865.193548387097,18578.698924731183,327.7741935483871,25470.666666666668,30002.935483870966,522.9462365591398,G2 Esports,1952.2028985507247,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5476202898550725,0.9600086956521737,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,1.0434782608695652,0.6231884057971014,7.768115942028985,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824
1,3,G2 Esports,1952.2028985507247,0,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5942028985507246,0.5476202898550725,0.9600086956521737,0.5588235294117647,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,0.5072463768115942,1.0434782608695652,0.4927536231884058,0.6231884057971014,0.4782608695652174,7.768115942028985,0.6911764705882353,0.5942028985507246,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824,DAMWON Gaming,1881.1075268817203,13.634408602150538,30.870967741935484,1.6344086021505377,0.3870967741935484,0.07526881720430108,0.021505376344086023,0.4601645161290323,0.7721591397849461,2.5053763440860215,2.4301075268817205,0.7204301075268817,0.45161290322580644,0.6129032258064516,0.6451612903225806,0.07526881720430108,1.3118279569892473,0.7096774193548387,7.56989247311828,1.2688172043010753,61680.45161290323,1972.2531236559137,2734.8599526881717,2377.986190322581,115.41935483870968,3.6305569892473115,55.204301075268816,1.7214645161290323,43.70967741935484,255.13978494623655,8.038752688172044,58029.07526881721,37463.784946236556,1210.8294032258063,53012.6129032258,0.07246198813978495,220.0215053763441,135.34408602150538,25.35483870967742,15865.193548387097,18578.698924731183,327.7741935483871,25470.666666666668,30002.935483870966,522.9462365591398
1,2,DAMWON Gaming,1881.1075268817203,0,13.634408602150538,30.870967741935484,1.6344086021505377,0.3870967741935484,0.07526881720430108,0.021505376344086023,0.5376344086021505,0.4601645161290323,0.7721591397849461,0.44086021505376344,2.5053763440860215,2.4301075268817205,0.7204301075268817,0.45161290322580644,0.6129032258064516,0.6451612903225806,0.07526881720430108,0.7204301075268817,1.3118279569892473,0.5483870967741935,0.7096774193548387,0.6774193548387096,7.56989247311828,0.6989247311827957,0.7204301075268817,1.2688172043010753,61680.45161290323,1972.2531236559137,2734.8599526881717,2377.986190322581,115.41935483870968,3.6305569892473115,55.204301075268816,1.7214645161290323,43.70967741935484,255.13978494623655,8.038752688172044,58029.07526881721,37463.784946236556,1210.8294032258063,53012.6129032258,0.07246198813978495,220.0215053763441,135.34408602150538,25.35483870967742,15865.193548387097,18578.698924731183,327.7741935483871,25470.666666666668,30002.935483870966,522.9462365591398,G2 Esports,1952.2028985507247,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5476202898550725,0.9600086956521737,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,1.0434782608695652,0.6231884057971014,7.768115942028985,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824
1,1,G2 Esports,1952.2028985507247,0,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5942028985507246,0.5476202898550725,0.9600086956521737,0.5588235294117647,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,0.5072463768115942,1.0434782608695652,0.4927536231884058,0.6231884057971014,0.4782608695652174,7.768115942028985,0.6911764705882353,0.5942028985507246,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824,DAMWON Gaming,1881.1075268817203,13.634408602150538,30.870967741935484,1.6344086021505377,0.3870967741935484,0.07526881720430108,0.021505376344086023,0.4601645161290323,0.7721591397849461,2.5053763440860215,2.4301075268817205,0.7204301075268817,0.45161290322580644,0.6129032258064516,0.6451612903225806,0.07526881720430108,1.3118279569892473,0.7096774193548387,7.56989247311828,1.2688172043010753,61680.45161290323,1972.2531236559137,2734.8599526881717,2377.986190322581,115.41935483870968,3.6305569892473115,55.204301075268816,1.7214645161290323,43.70967741935484,255.13978494623655,8.038752688172044,58029.07526881721,37463.784946236556,1210.8294032258063,53012.6129032258,0.07246198813978495,220.0215053763441,135.34408602150538,25.35483870967742,15865.193548387097,18578.698924731183,327.7741935483871,25470.666666666668,30002.935483870966,522.9462365591398
1,3,G2 Esports,1952.2028985507247,1,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5942028985507246,0.5476202898550725,0.9600086956521737,0.5588235294117647,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,0.5072463768115942,1.0434782608695652,0.4927536231884058,0.6231884057971014,0.4782608695652174,7.768115942028985,0.6911764705882353,0.5942028985507246,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824,Gen.G,1942.6526315789474,13.978947368421053,31.778947368421054,1.8210526315789475,0.42105263157894735,0.08421052631578947,0.031578947368421054,0.4490684210526316,0.7143357894736841,2.9789473684210526,2.905263157894737,0.7052631578947368,0.6736842105263158,0.8,0.7263157894736842,0.07368421052631578,1.1789473684210525,0.7263157894736842,7.389473684210526,1.2210526315789474,60862.336842105266,1880.6934842105268,2583.6739831578957,2492.9357936842093,122.74736842105263,3.750092631578947,59.01052631578948,1.799357894736842,48.92631578947368,265.2736842105263,8.132293684210527,58931.97894736842,37738.905263157896,1178.3564410526317,53876.73684210526,0.061923529473684194,209.23157894736843,129.96842105263158,20.905263157894737,15831.694736842106,18460.6,327.2526315789474,25044.336842105262,29680.78947368421,523.7368421052631
1,2,Gen.G,1942.6526315789474,0,13.978947368421053,31.778947368421054,1.8210526315789475,0.42105263157894735,0.08421052631578947,0.031578947368421054,0.6736842105263158,0.4490684210526316,0.7143357894736841,0.5894736842105263,2.9789473684210526,2.905263157894737,0.7052631578947368,0.6736842105263158,0.8,0.7263157894736842,0.07368421052631578,0.6210526315789474,1.1789473684210525,0.631578947368421,0.7263157894736842,0.6526315789473685,7.389473684210526,0.6736842105263158,0.6947368421052632,1.2210526315789474,60862.336842105266,1880.6934842105268,2583.6739831578957,2492.9357936842093,122.74736842105263,3.750092631578947,59.01052631578948,1.799357894736842,48.92631578947368,265.2736842105263,8.132293684210527,58931.97894736842,37738.905263157896,1178.3564410526317,53876.73684210526,0.061923529473684194,209.23157894736843,129.96842105263158,20.905263157894737,15831.694736842106,18460.6,327.2526315789474,25044.336842105262,29680.78947368421,523.7368421052631,G2 Esports,1952.2028985507247,17.246376811594203,38.79710144927536,1.9275362318840579,0.21739130434782608,0.043478260869565216,0.014492753623188406,0.5476202898550725,0.9600086956521737,2.5652173913043477,2.5,0.75,0.5882352941176471,0.5882352941176471,0.5735294117647058,0.04411764705882353,1.0434782608695652,0.6231884057971014,7.768115942028985,1.4202898550724639,69404.62318840579,2130.4469521739125,2900.520162318841,2770.8040318840567,115.65217391304348,3.520201449275362,46.56521739130435,1.4034289855072468,44.05797101449275,254.47826086956522,7.741833333333334,59648.24637681159,38357.782608695656,1185.6809710144923,54540.31884057971,0.030063609275362314,216.2173913043478,135.7826086956522,25.10144927536232,15539.235294117647,17887.852941176472,309.61764705882354,25017.029411764706,28685.54411764706,489.1617647058824
